Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Long Beach,United States,DL-12865,Dan Lawera,9/25/2020,US-2020-125402,90805,OFF-LA-10001771,Avery 513,West,Consumer,California,Labels,0.00%,$2 ,1,$5 
Office Supplies,San Diego,United States,PF-19165,Philip Fox,8/27/2019,CA-2019-101707,92105,OFF-LA-10000134,Avery 511,West,Consumer,California,Labels,0.00%,$1 ,1,$3 
Office Supplies,Fresno,United States,GM-14500,Gene McClure,8/9/2018,CA-2018-141901,93727,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,Consumer,California,Paper,0.00%,$3 ,1,$6 
Office Supplies,Los Angeles,United States,LH-17155,Logan Haushalter,6/19/2019,CA-2019-121965,90032,OFF-PA-10004355,Xerox 231,West,Consumer,California,Paper,0.00%,$3 ,1,$6 
Office Supplies,Los Angeles,United States,AP-10915,Arthur Prichep,9/29/2018,CA-2018-146969,90045,OFF-PA-10002105,Xerox 223,West,Consumer,California,Paper,0.00%,$3 ,1,$6 
Office Supplies,San Francisco,United States,KT-16465,Kean Takahito,12/4/2020,CA-2020-112060,94109,OFF-PA-10000994,Xerox 1915,West,Consumer,California,Paper,0.00%,$50 ,1,$105 
Office Supplies,North Las Vegas,United States,IL-15100,Ivan Liston,12/6/2019,US-2019-114741,89031,OFF-PA-10000048,Xerox 20,West,Consumer,Nevada,Paper,0.00%,$3 ,1,$6 
Office Supplies,Albuquerque,United States,SV-20935,Susan Vittorini,12/28/2021,CA-2021-122798,87105,OFF-PA-10004239,Xerox 1953,West,Consumer,New Mexico,Paper,0.00%,$2 ,1,$4 
Office Supplies,Los Angeles,United States,AP-10915,Arthur Prichep,9/29/2018,CA-2018-146969,90045,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",West,Consumer,California,Storage,0.00%,$17 ,1,$62 
Office Supplies,Sacramento,United States,FO-14305,Frank Olsen,12/29/2020,CA-2020-112578,95823,OFF-ST-10003722,Project Tote Personal File,West,Consumer,California,Storage,0.00%,$4 ,1,$14 
Office Supplies,San Diego,United States,EJ-13720,Ed Jacobs,1/27/2018,US-2018-117163,92037,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,West,Consumer,California,Storage,0.00%,$14 ,1,$57 
Office Supplies,San Francisco,United States,BD-11500,Bradley Drucker,11/25/2021,US-2021-133312,94122,OFF-ST-10001325,Sterilite Officeware Hinged File Box,West,Consumer,California,Storage,0.00%,$3 ,1,$10 
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,3/14/2018,CA-2018-114510,84321,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,Utah,Storage,0.00%,$3 ,1,$81 
Office Supplies,Seattle,United States,BD-11320,Bill Donatelli,6/10/2021,CA-2021-158071,98103,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,West,Consumer,Washington,Storage,0.00%,$4 ,1,$16 
Office Supplies,San Francisco,United States,VG-21790,Vivek Gonzalez,1/29/2021,CA-2021-139304,94109,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,West,Consumer,California,Supplies,0.00%,$2 ,1,$9 
Office Supplies,Los Angeles,United States,CL-12565,Clay Ludtke,5/28/2020,CA-2020-134803,90004,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,West,Consumer,California,Appliances,0.00%,$79 ,2,$262 
Office Supplies,Los Angeles,United States,AG-10900,Arthur Gainer,12/27/2019,CA-2019-148376,90008,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,West,Consumer,California,Appliances,0.00%,$31 ,2,$107 
Office Supplies,Los Angeles,United States,MS-17365,Maribeth Schnelling,11/26/2020,CA-2020-107104,90045,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,West,Consumer,California,Appliances,0.00%,$19 ,2,$65 
Office Supplies,Los Angeles,United States,XP-21865,Xylona Preis,11/3/2020,CA-2020-109365,90049,OFF-AP-10002998,Holmes 99% HEPA Air Purifier,West,Consumer,California,Appliances,0.00%,$14 ,2,$43 
Office Supplies,San Francisco,United States,AF-10870,Art Ferguson,12/6/2019,CA-2019-168634,94109,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",West,Consumer,California,Appliances,0.00%,$2 ,2,$8 
Office Supplies,San Francisco,United States,AA-10315,Alex Avila,3/31/2018,CA-2018-128055,94122,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,West,Consumer,California,Appliances,0.00%,$15 ,2,$53 
Office Supplies,San Francisco,United States,BS-11755,Bruce Stewart,9/23/2021,CA-2021-123778,94122,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,West,Consumer,California,Appliances,0.00%,$48 ,2,$161 
Office Supplies,San Francisco,United States,RD-19480,Rick Duston,9/15/2021,US-2021-116652,94122,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,West,Consumer,California,Appliances,0.00%,$31 ,2,$109 
Office Supplies,Anaheim,United States,AH-10210,Alan Hwang,3/8/2021,CA-2021-104080,92804,OFF-AR-10001972,Newell 323,West,Consumer,California,Art,0.00%,$1 ,2,$3 
Office Supplies,Long Beach,United States,DL-12865,Dan Lawera,9/25/2020,US-2020-125402,90805,OFF-AR-10002255,Newell 346,West,Consumer,California,Art,0.00%,$2 ,2,$6 
Office Supplies,Los Angeles,United States,AB-10165,Alan Barnes,6/25/2019,CA-2019-115945,90045,OFF-AR-10004062,Staples in misc. colors,West,Consumer,California,Art,0.00%,$5 ,2,$21 
Office Supplies,Los Angeles,United States,ZC-21910,Zuschuss Carroll,11/6/2021,CA-2021-100013,90045,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,West,Consumer,California,Art,0.00%,$2 ,2,$6 
Office Supplies,San Diego,United States,BG-11740,Bruce Geld,6/18/2019,CA-2019-154200,92105,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,California,Art,0.00%,$15 ,2,$52 
Office Supplies,San Francisco,United States,CA-12265,Christina Anderson,3/25/2018,CA-2018-128237,94110,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",West,Consumer,California,Art,0.00%,$4 ,2,$15 
Office Supplies,San Francisco,United States,CA-12265,Christina Anderson,3/25/2018,CA-2018-128237,94110,OFF-AR-10003829,Newell 35,West,Consumer,California,Art,0.00%,$2 ,2,$7 
Office Supplies,San Francisco,United States,GA-14515,George Ashbrook,4/17/2019,CA-2019-155306,94122,OFF-AR-10003251,Prang Drawing Pencil Set,West,Consumer,California,Art,0.00%,$2 ,2,$6 
Office Supplies,San Francisco,United States,SS-20590,Sonia Sunley,8/5/2018,CA-2018-150490,94122,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,West,Consumer,California,Art,0.00%,$13 ,2,$46 
Office Supplies,San Francisco,United States,TZ-21580,Tracy Zic,11/25/2021,CA-2021-101665,94122,OFF-AR-10002335,DIXON Oriole Pencils,West,Consumer,California,Art,0.00%,$1 ,2,$5 
Office Supplies,Visalia,United States,LP-17095,Liz Preis,9/8/2020,CA-2020-103709,93277,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",West,Consumer,California,Art,0.00%,$4 ,2,$15 
Office Supplies,Orem,United States,MJ-17740,Max Jones,7/7/2020,CA-2020-106397,84057,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,West,Consumer,Utah,Art,0.00%,$13 ,2,$46 
Office Supplies,Pasco,United States,MC-17275,Marc Crier,9/8/2018,CA-2018-107818,99301,OFF-AR-10003045,Prang Colored Pencils,West,Consumer,Washington,Art,0.00%,$3 ,2,$6 
Office Supplies,Los Angeles,United States,AM-10705,Anne McFarland,9/25/2019,CA-2019-100573,90004,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",West,Consumer,California,Envelopes,0.00%,$8 ,2,$17 
Office Supplies,Los Angeles,United States,ZC-21910,Zuschuss Carroll,11/6/2021,CA-2021-100013,90045,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Consumer,California,Envelopes,0.00%,$7 ,2,$15 
Office Supplies,San Francisco,United States,HF-14995,Herbert Flentye,9/21/2018,CA-2018-153969,94109,OFF-EN-10001539,Staple envelope,West,Consumer,California,Envelopes,0.00%,$7 ,2,$16 
Office Supplies,San Francisco,United States,HA-14920,Helen Andreada,7/26/2019,CA-2019-136735,94110,OFF-EN-10002230,Airmail Envelopes,West,Consumer,California,Envelopes,0.00%,$79 ,2,$168 
Office Supplies,San Francisco,United States,DK-12985,Darren Koutras,5/5/2021,US-2021-141943,94122,OFF-EN-10003448,"Peel & Seel Recycled Catalog Envelopes, Brown",West,Consumer,California,Envelopes,0.00%,$12 ,2,$23 
Office Supplies,Los Angeles,United States,JL-15835,John Lee,4/18/2018,CA-2018-110849,90049,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",West,Consumer,California,Fasteners,0.00%,$4 ,2,$12 
Office Supplies,San Luis Obispo,United States,SP-20920,Susan Pistek,10/30/2020,CA-2020-105291,93405,OFF-FA-10003059,Assorted Color Push Pins,West,Consumer,California,Fasteners,0.00%,$1 ,2,$4 
Office Supplies,Seattle,United States,GM-14680,Greg Matthias,8/11/2018,CA-2018-127012,98105,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",West,Consumer,Washington,Fasteners,0.00%,$11 ,2,$23 
Office Supplies,Long Beach,United States,DL-12865,Dan Lawera,9/25/2020,US-2020-125402,90805,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,West,Consumer,California,Labels,0.00%,$15 ,2,$30 
Office Supplies,Long Beach,United States,GT-14755,Guy Thornton,2/18/2019,CA-2019-105725,90805,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",West,Consumer,California,Labels,0.00%,$28 ,2,$61 
Office Supplies,Los Angeles,United States,PS-18760,Pamela Stobb,4/17/2021,CA-2021-128965,90008,OFF-LA-10001404,Avery 517,West,Consumer,California,Labels,0.00%,$3 ,2,$7 
Office Supplies,Los Angeles,United States,SB-20185,Sarah Brown,5/22/2019,CA-2019-149846,90045,OFF-LA-10004484,Avery 476,West,Consumer,California,Labels,0.00%,$4 ,2,$8 
Office Supplies,San Bernardino,United States,BK-11260,Berenike Kampe,3/19/2019,CA-2019-113110,92404,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,West,Consumer,California,Labels,0.00%,$7 ,2,$15 
Office Supplies,San Francisco,United States,MS-17365,Maribeth Schnelling,4/1/2021,CA-2021-147942,94110,OFF-LA-10003663,Avery 498,West,Consumer,California,Labels,0.00%,$3 ,2,$6 
Office Supplies,San Francisco,United States,MT-17815,Meg Tillman,12/10/2019,CA-2019-127502,94110,OFF-LA-10001613,Avery File Folder Labels,West,Consumer,California,Labels,0.00%,$3 ,2,$6 
Office Supplies,San Francisco,United States,RR-19315,Ralph Ritter,11/14/2020,CA-2020-149482,94110,OFF-LA-10000248,Avery 52,West,Consumer,California,Labels,0.00%,$3 ,2,$7 
Office Supplies,Edmonds,United States,BD-11770,Bryan Davis,9/10/2020,CA-2020-165918,98026,OFF-LA-10003720,Avery 487,West,Consumer,Washington,Labels,0.00%,$3 ,2,$7 
Office Supplies,Seattle,United States,SE-20110,Sanjit Engle,6/11/2020,CA-2020-142405,98103,OFF-LA-10004093,Avery 486,West,Consumer,Washington,Labels,0.00%,$7 ,2,$15 
Office Supplies,Seattle,United States,CS-12355,Christine Sundaresam,11/12/2021,CA-2021-164364,98115,OFF-LA-10004853,Avery 483,West,Consumer,Washington,Labels,0.00%,$5 ,2,$10 
Office Supplies,Los Angeles,United States,CC-12475,Cindy Chapman,10/7/2020,CA-2020-155033,90032,OFF-PA-10000143,Astroparche Fine Business Paper,West,Consumer,California,Paper,0.00%,$5 ,2,$11 
Office Supplies,Los Angeles,United States,SW-20245,Scot Wooten,3/12/2020,US-2020-119270,90036,OFF-PA-10004022,Hammermill Color Copier Paper (28Lb. and 96 Bright),West,Consumer,California,Paper,0.00%,$9 ,2,$20 
Office Supplies,Los Angeles,United States,JA-15970,Joseph Airdo,11/12/2018,CA-2018-151295,90045,OFF-PA-10001947,Xerox 1974,West,Consumer,California,Paper,0.00%,$6 ,2,$12 
Office Supplies,Los Angeles,United States,LS-17245,Lynn Smith,5/27/2020,CA-2020-136994,90045,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",West,Consumer,California,Paper,0.00%,$6 ,2,$13 
Office Supplies,Los Angeles,United States,MV-17485,Mark Van Huff,1/20/2018,CA-2018-148614,90049,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",West,Consumer,California,Paper,0.00%,$9 ,2,$19 
Office Supplies,Oceanside,United States,CD-11920,Carlos Daly,5/26/2021,CA-2021-107853,92054,OFF-PA-10000520,Xerox 201,West,Consumer,California,Paper,0.00%,$6 ,2,$13 
Office Supplies,San Diego,United States,IG-15085,Ivan Gibson,6/17/2020,CA-2020-159345,92024,OFF-PA-10000806,Xerox 1934,West,Consumer,California,Paper,0.00%,$55 ,2,$112 
Office Supplies,San Diego,United States,SW-20455,Shaun Weien,7/21/2021,CA-2021-145429,92024,OFF-PA-10003205,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",West,Consumer,California,Paper,0.00%,$8 ,2,$16 
Office Supplies,San Diego,United States,TH-21100,Thea Hendricks,9/27/2018,US-2018-133130,92037,OFF-PA-10000675,Xerox 1919,West,Consumer,California,Paper,0.00%,$40 ,2,$82 
Office Supplies,San Diego,United States,AA-10645,Anna Andreadi,11/5/2021,CA-2021-157196,92105,OFF-PA-10003172,Xerox 1996,West,Consumer,California,Paper,0.00%,$6 ,2,$13 
Office Supplies,San Francisco,United States,GA-14515,George Ashbrook,6/19/2021,CA-2021-138870,94109,OFF-PA-10004438,Xerox 1907,West,Consumer,California,Paper,0.00%,$12 ,2,$25 
Office Supplies,San Francisco,United States,EP-13915,Emily Phan,12/13/2021,CA-2021-122770,94122,OFF-PA-10000232,Xerox 1975,West,Consumer,California,Paper,0.00%,$6 ,2,$13 
Office Supplies,San Francisco,United States,GA-14515,George Ashbrook,4/17/2019,CA-2019-155306,94122,OFF-PA-10001184,Xerox 1903,West,Consumer,California,Paper,0.00%,$6 ,2,$12 
Office Supplies,San Francisco,United States,JK-15205,Jamie Kunitz,10/30/2021,CA-2021-123491,94122,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",West,Consumer,California,Paper,0.00%,$4 ,2,$7 
Office Supplies,San Jose,United States,GM-14680,Greg Matthias,5/10/2018,CA-2018-103310,95123,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,West,Consumer,California,Paper,0.00%,$19 ,2,$40 
Office Supplies,Westminster,United States,JL-15505,Jeremy Lonsdale,8/7/2021,CA-2021-156776,92683,OFF-PA-10001970,Xerox 1881,West,Consumer,California,Paper,0.00%,$12 ,2,$25 
Office Supplies,Orem,United States,MJ-17740,Max Jones,7/7/2020,CA-2020-106397,84057,OFF-PA-10003441,Xerox 226,West,Consumer,Utah,Paper,0.00%,$6 ,2,$13 
Office Supplies,Bellevue,United States,EH-13990,Erica Hackney,5/23/2018,CA-2018-138513,98006,OFF-PA-10003177,Xerox 1999,West,Consumer,Washington,Paper,0.00%,$6 ,2,$13 
Office Supplies,Edmonds,United States,BD-11770,Bryan Davis,9/10/2020,CA-2020-165918,98026,OFF-PA-10000100,Xerox 1945,West,Consumer,Washington,Paper,0.00%,$40 ,2,$82 
Office Supplies,Seattle,United States,MC-17275,Marc Crier,1/22/2020,CA-2020-146318,98105,OFF-PA-10003953,Xerox 218,West,Consumer,Washington,Paper,0.00%,$6 ,2,$13 
Office Supplies,Seattle,United States,RD-19720,Roger Demir,5/10/2020,CA-2020-161543,98105,OFF-PA-10003971,Xerox 1965,West,Consumer,Washington,Paper,0.00%,$6 ,2,$12 
Office Supplies,Costa Mesa,United States,SE-20110,Sanjit Engle,12/21/2021,CA-2021-144827,92627,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",West,Consumer,California,Storage,0.00%,$34 ,2,$124 
Office Supplies,San Francisco,United States,SH-20395,Shahid Hopkins,11/2/2018,CA-2018-115889,94122,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,West,Consumer,California,Storage,0.00%,$105 ,2,$363 
Office Supplies,San Francisco,United States,SS-20590,Sonia Sunley,8/5/2018,CA-2018-150490,94122,OFF-ST-10000321,Akro Stacking Bins,West,Consumer,California,Storage,0.00%,$1 ,2,$16 
Office Supplies,San Jose,United States,HA-14905,Helen Abelman,12/12/2019,CA-2019-134075,95123,OFF-ST-10001496,Standard Rollaway File with Lock,West,Consumer,California,Storage,0.00%,$94 ,2,$360 
Office Supplies,San Jose,United States,SE-20110,Sanjit Engle,9/22/2018,CA-2018-158225,95123,OFF-ST-10002301,Tennsco Commercial Shelving,West,Consumer,California,Storage,0.00%,$0 ,2,$41 
Office Supplies,Santa Ana,United States,EJ-14155,Eva Jacobs,9/4/2021,CA-2021-147410,92704,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",West,Consumer,California,Storage,0.00%,$105 ,2,$421 
Office Supplies,Visalia,United States,LP-17095,Liz Preis,9/8/2020,CA-2020-103709,93277,OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",West,Consumer,California,Storage,0.00%,$65 ,2,$262 
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,3/14/2018,CA-2018-114510,84321,OFF-ST-10003221,Staple magnet,West,Consumer,Utah,Storage,0.00%,$6 ,2,$21 
Office Supplies,Orem,United States,TM-21010,Tamara Manning,5/31/2019,CA-2019-147788,84057,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,West,Consumer,Utah,Storage,0.00%,$61 ,2,$323 
Office Supplies,Seattle,United States,BN-11515,Bradley Nguyen,9/17/2018,CA-2018-103940,98103,OFF-ST-10004963,Eldon Gobal File Keepers,West,Consumer,Washington,Storage,0.00%,$1 ,2,$30 
Office Supplies,Seattle,United States,KA-16525,Kelly Andreada,10/12/2019,CA-2019-142993,98103,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",West,Consumer,Washington,Storage,0.00%,$0 ,2,$82 
Office Supplies,Sacramento,United States,FO-14305,Frank Olsen,12/29/2020,CA-2020-112578,95823,OFF-SU-10002557,Fiskars Spring-Action Scissors,West,Consumer,California,Supplies,0.00%,$7 ,2,$28 
Office Supplies,San Francisco,United States,PO-18850,Patrick O'Brill,5/1/2019,CA-2019-104486,94109,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",West,Consumer,California,Supplies,0.00%,$11 ,2,$35 
Office Supplies,Santa Ana,United States,BK-11260,Berenike Kampe,9/22/2021,CA-2021-117009,92704,OFF-SU-10001218,Fiskars Softgrip Scissors,West,Consumer,California,Supplies,0.00%,$6 ,2,$22 
Office Supplies,Los Angeles,United States,AS-10240,Alan Shonely,6/25/2020,CA-2020-118913,90049,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,West,Consumer,California,Appliances,0.00%,$17 ,3,$61 
Office Supplies,Pasadena,United States,RF-19840,Roy Französisch,12/12/2020,CA-2020-136686,91104,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,West,Consumer,California,Appliances,0.00%,$16 ,3,$57 
Office Supplies,San Francisco,United States,BD-11605,Brian Dahlen,8/15/2018,US-2018-164406,94122,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,West,Consumer,California,Appliances,0.00%,$43 ,3,$153 
Office Supplies,San Francisco,United States,BT-11680,Brian Thompson,4/10/2020,CA-2020-123358,94122,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,Consumer,California,Appliances,0.00%,$44 ,3,$114 
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,12/10/2020,CA-2020-128412,98105,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,West,Consumer,Washington,Appliances,0.00%,$12 ,3,$35 
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,12/10/2020,CA-2020-128412,98105,OFF-AP-10002082,Holmes HEPA Air Purifier,West,Consumer,Washington,Appliances,0.00%,$23 ,3,$65 
Office Supplies,Los Angeles,United States,RB-19435,Richard Bierner,11/25/2018,US-2018-144078,90004,OFF-AR-10004707,Staples in misc. colors,West,Consumer,California,Art,0.00%,$3 ,3,$7 
Office Supplies,Los Angeles,United States,AP-10915,Arthur Prichep,11/11/2018,CA-2018-105270,90008,OFF-AR-10003156,50 Colored Long Pencils,West,Consumer,California,Art,0.00%,$8 ,3,$30 
Office Supplies,Los Angeles,United States,AZ-10750,Annie Zypern,4/22/2019,CA-2019-151253,90008,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,West,Consumer,California,Art,0.00%,$17 ,3,$64 
Office Supplies,Los Angeles,United States,CS-11950,Carlos Soltero,10/21/2020,CA-2020-161746,90045,OFF-AR-10000390,Newell Chalk Holder,West,Consumer,California,Art,0.00%,$6 ,3,$12 
Office Supplies,Los Angeles,United States,DD-13570,Dorothy Dickinson,5/2/2021,CA-2021-147844,90049,OFF-AR-10001615,Newell 34,West,Consumer,California,Art,0.00%,$15 ,3,$60 
Office Supplies,Riverside,United States,JC-15340,Jasper Cacioppo,12/13/2020,CA-2020-102792,92503,OFF-AR-10004757,Crayola Colored Pencils,West,Consumer,California,Art,0.00%,$3 ,3,$10 
Office Supplies,Roseville,United States,RB-19435,Richard Bierner,3/11/2018,US-2018-103338,95661,OFF-AR-10001770,Economy #2 Pencils,West,Consumer,California,Art,0.00%,$2 ,3,$8 
Office Supplies,San Francisco,United States,HF-14995,Herbert Flentye,9/21/2018,CA-2018-153969,94109,OFF-AR-10001615,Newell 34,West,Consumer,California,Art,0.00%,$15 ,3,$60 
Office Supplies,San Francisco,United States,VG-21790,Vivek Gonzalez,1/29/2021,CA-2021-139304,94109,OFF-AR-10001216,Newell 339,West,Consumer,California,Art,0.00%,$2 ,3,$8 
